p_value,which_colldate,which_PC,comparison,group_1,group_2,groupsplit,test
0.112954964951075,t2,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupA_t2,pairwise.t.test
0.478985293595807,t2,PC4,Control_vs_D-Scour,Control,D-Scour,groupA_t2,pairwise.t.test
0.083489642772904,t2,PC4,Control_vs_Neomycin,Control,Neomycin,groupA_t2,pairwise.t.test
0.012689811649938,t2,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t2,pairwise.t.test
0.057428539978416,t2,PC4,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t2,pairwise.t.test
0.299762048259647,t2,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupA_t2,pairwise.t.test
0.284065011093704,t2,PC5,Control_vs_D-Scour,Control,D-Scour,groupA_t2,pairwise.t.test
0.672336797943555,t2,PC5,Control_vs_Neomycin,Control,Neomycin,groupA_t2,pairwise.t.test
0.25665974036668,t2,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t2,pairwise.t.test
0.607256572176955,t2,PC5,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t2,pairwise.t.test
0.620888416115965,t4,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupA_t4,pairwise.t.test
0.396259332534829,t4,PC1,Control_vs_D-Scour,Control,D-Scour,groupA_t4,pairwise.t.test
0.832180523588171,t4,PC1,Control_vs_Neomycin,Control,Neomycin,groupA_t4,pairwise.t.test
0.476119067373127,t4,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t4,pairwise.t.test
0.559305574214992,t4,PC1,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t4,pairwise.t.test
0.908974884795593,t4,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupA_t4,pairwise.t.test
0.444952475665649,t4,PC2,Control_vs_D-Scour,Control,D-Scour,groupA_t4,pairwise.t.test
0.0234040310555781,t4,PC2,Control_vs_Neomycin,Control,Neomycin,groupA_t4,pairwise.t.test
0.00258350500197348,t4,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t4,pairwise.t.test
0.015489908337429,t4,PC2,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t4,pairwise.t.test
0.180456116188499,t4,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupA_t4,pairwise.t.test
0.920047647899906,t4,PC3,Control_vs_D-Scour,Control,D-Scour,groupA_t4,pairwise.t.test
0.801701392431593,t4,PC3,Control_vs_Neomycin,Control,Neomycin,groupA_t4,pairwise.t.test
0.62873261283809,t4,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t4,pairwise.t.test
0.257558531776674,t4,PC3,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t4,pairwise.t.test
0.786800832010654,t4,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupA_t4,pairwise.t.test
0.803497064377679,t4,PC4,Control_vs_D-Scour,Control,D-Scour,groupA_t4,pairwise.t.test
0.336692896940435,t4,PC4,Control_vs_Neomycin,Control,Neomycin,groupA_t4,pairwise.t.test
0.422224924113939,t4,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t4,pairwise.t.test
0.524518508688697,t4,PC4,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t4,pairwise.t.test
0.202812219811708,t4,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupA_t4,pairwise.t.test
0.132645905052581,t4,PC5,Control_vs_D-Scour,Control,D-Scour,groupA_t4,pairwise.t.test
0.193224603899398,t4,PC5,Control_vs_Neomycin,Control,Neomycin,groupA_t4,pairwise.t.test
0.820543573110692,t4,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t4,pairwise.t.test
0.701648628660691,t4,PC5,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t4,pairwise.t.test
0.344544023611439,t6,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupA_t6,pairwise.t.test
0.153189914865891,t6,PC1,Control_vs_D-Scour,Control,D-Scour,groupA_t6,pairwise.t.test
0.673047060872772,t6,PC1,Control_vs_Neomycin,Control,Neomycin,groupA_t6,pairwise.t.test
0.682611213080627,t6,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t6,pairwise.t.test
0.953771141434942,t6,PC1,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t6,pairwise.t.test
0.855315187472299,t6,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupA_t6,pairwise.t.test
0.162799646358481,t6,PC2,Control_vs_D-Scour,Control,D-Scour,groupA_t6,pairwise.t.test
0.863334796462589,t6,PC2,Control_vs_Neomycin,Control,Neomycin,groupA_t6,pairwise.t.test
0.289776147094571,t6,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t6,pairwise.t.test
0.715673598477974,t6,PC2,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t6,pairwise.t.test
0.136577686581505,t6,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupA_t6,pairwise.t.test
0.125856039671299,t6,PC3,Control_vs_D-Scour,Control,D-Scour,groupA_t6,pairwise.t.test
0.791241485264643,t6,PC3,Control_vs_Neomycin,Control,Neomycin,groupA_t6,pairwise.t.test
0.449978098669757,t6,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t6,pairwise.t.test
0.0215386432442914,t6,PC3,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t6,pairwise.t.test
0.463326850181122,t6,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupA_t6,pairwise.t.test
0.673923903124464,t6,PC4,Control_vs_D-Scour,Control,D-Scour,groupA_t6,pairwise.t.test
0.199100886584212,t6,PC4,Control_vs_Neomycin,Control,Neomycin,groupA_t6,pairwise.t.test
0.45865613675077,t6,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t6,pairwise.t.test
0.246835538257876,t6,PC4,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t6,pairwise.t.test
0.537756928997607,t6,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupA_t6,pairwise.t.test
0.690969176318364,t6,PC5,Control_vs_D-Scour,Control,D-Scour,groupA_t6,pairwise.t.test
0.521858304098329,t6,PC5,Control_vs_Neomycin,Control,Neomycin,groupA_t6,pairwise.t.test
0.542189192448563,t6,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t6,pairwise.t.test
0.537168647229148,t6,PC5,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t6,pairwise.t.test
0.738951615875043,t8,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupA_t8,pairwise.t.test
0.350506570916695,t8,PC1,Control_vs_D-Scour,Control,D-Scour,groupA_t8,pairwise.t.test
0.772477741179452,t8,PC1,Control_vs_Neomycin,Control,Neomycin,groupA_t8,pairwise.t.test
0.634768825767328,t8,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t8,pairwise.t.test
0.401979464003158,t8,PC1,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t8,pairwise.t.test
0.660540964139125,t8,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupA_t8,pairwise.t.test
0.430741287233532,t8,PC2,Control_vs_D-Scour,Control,D-Scour,groupA_t8,pairwise.t.test
0.851158382223965,t8,PC2,Control_vs_Neomycin,Control,Neomycin,groupA_t8,pairwise.t.test
0.106909933594297,t8,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t8,pairwise.t.test
0.331347373694183,t8,PC2,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t8,pairwise.t.test
0.991398048852948,t8,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupA_t8,pairwise.t.test
0.897810181608283,t8,PC3,Control_vs_D-Scour,Control,D-Scour,groupA_t8,pairwise.t.test
0.83464636309768,t8,PC3,Control_vs_Neomycin,Control,Neomycin,groupA_t8,pairwise.t.test
0.0904707716040698,t8,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t8,pairwise.t.test
0.761184748980195,t8,PC3,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t8,pairwise.t.test
0.130181403306205,t8,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupA_t8,pairwise.t.test
0.0854127677628774,t8,PC4,Control_vs_D-Scour,Control,D-Scour,groupA_t8,pairwise.t.test
0.070498507073724,t8,PC4,Control_vs_Neomycin,Control,Neomycin,groupA_t8,pairwise.t.test
0.283083364404742,t8,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t8,pairwise.t.test
0.359601662800629,t8,PC4,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t8,pairwise.t.test
0.472654878647037,t8,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupA_t8,pairwise.t.test
0.429704355389509,t8,PC5,Control_vs_D-Scour,Control,D-Scour,groupA_t8,pairwise.t.test
0.15736533483485,t8,PC5,Control_vs_Neomycin,Control,Neomycin,groupA_t8,pairwise.t.test
0.116765594349954,t8,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t8,pairwise.t.test
0.0609416322886056,t8,PC5,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupA_t8,pairwise.t.test
0.700534612531748,t9,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t9,pairwise.t.test
0.951923183341913,t9,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t9,pairwise.t.test
0.868589874037769,t9,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t9,pairwise.t.test
0.773705168108123,t9,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t9,pairwise.t.test
0.767125814140731,t9,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupA_t9,pairwise.t.test
0.711842732450415,t0,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupB_t0,pairwise.t.test
0.239723760684761,t0,PC1,Control_vs_D-Scour,Control,D-Scour,groupB_t0,pairwise.t.test
0.00630230936658552,t0,PC1,Control_vs_Neomycin,Control,Neomycin,groupB_t0,pairwise.t.test
0.0631289249641144,t0,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t0,pairwise.t.test
0.449419169538386,t0,PC1,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t0,pairwise.t.test
0.411993294694846,t0,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupB_t0,pairwise.t.test
0.413787205911458,t0,PC2,Control_vs_D-Scour,Control,D-Scour,groupB_t0,pairwise.t.test
0.590386488309238,t0,PC2,Control_vs_Neomycin,Control,Neomycin,groupB_t0,pairwise.t.test
0.0686265956263754,t0,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t0,pairwise.t.test
0.520666320453875,t0,PC2,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t0,pairwise.t.test
0.860138857223479,t0,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupB_t0,pairwise.t.test
0.839812940495891,t0,PC3,Control_vs_D-Scour,Control,D-Scour,groupB_t0,pairwise.t.test
0.534042374342045,t0,PC3,Control_vs_Neomycin,Control,Neomycin,groupB_t0,pairwise.t.test
6.40731347686732e-05,t0,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t0,pairwise.t.test
0.784435157646056,t0,PC3,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t0,pairwise.t.test
0.876643110672996,t0,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupB_t0,pairwise.t.test
0.39530768324562,t0,PC4,Control_vs_D-Scour,Control,D-Scour,groupB_t0,pairwise.t.test
0.532964129960898,t0,PC4,Control_vs_Neomycin,Control,Neomycin,groupB_t0,pairwise.t.test
0.836514680000233,t0,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t0,pairwise.t.test
0.00587905330346328,t0,PC4,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t0,pairwise.t.test
0.756450189941849,t0,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupB_t0,pairwise.t.test
0.31351311718264,t0,PC5,Control_vs_D-Scour,Control,D-Scour,groupB_t0,pairwise.t.test
0.011288458028146,t0,PC5,Control_vs_Neomycin,Control,Neomycin,groupB_t0,pairwise.t.test
0.879249988500384,t0,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t0,pairwise.t.test
0.0455884841699623,t0,PC5,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t0,pairwise.t.test
0.138571716983124,t2,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupB_t2,pairwise.t.test
0.269848044381733,t2,PC1,Control_vs_D-Scour,Control,D-Scour,groupB_t2,pairwise.t.test
0.566972783651364,t2,PC1,Control_vs_Neomycin,Control,Neomycin,groupB_t2,pairwise.t.test
0.305230384021181,t2,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t2,pairwise.t.test
0.857142423484367,t2,PC1,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t2,pairwise.t.test
0.806398171438045,t2,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupB_t2,pairwise.t.test
0.926856101724323,t2,PC2,Control_vs_D-Scour,Control,D-Scour,groupB_t2,pairwise.t.test
0.552717754979027,t2,PC2,Control_vs_Neomycin,Control,Neomycin,groupB_t2,pairwise.t.test
0.663738705173157,t2,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t2,pairwise.t.test
0.176224337250468,t2,PC2,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t2,pairwise.t.test
0.99698290587722,t2,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupB_t2,pairwise.t.test
0.544724296300316,t2,PC3,Control_vs_D-Scour,Control,D-Scour,groupB_t2,pairwise.t.test
0.771497738250532,t2,PC3,Control_vs_Neomycin,Control,Neomycin,groupB_t2,pairwise.t.test
0.394596958076404,t2,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t2,pairwise.t.test
0.677039550391597,t2,PC3,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t2,pairwise.t.test
0.690882207991013,t2,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupB_t2,pairwise.t.test
0.229353532758548,t2,PC4,Control_vs_D-Scour,Control,D-Scour,groupB_t2,pairwise.t.test
0.801029968967765,t2,PC4,Control_vs_Neomycin,Control,Neomycin,groupB_t2,pairwise.t.test
0.178575213266995,t2,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t2,pairwise.t.test
0.425138843419498,t2,PC4,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t2,pairwise.t.test
0.637393005911178,t2,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupB_t2,pairwise.t.test
0.522400274257365,t2,PC5,Control_vs_D-Scour,Control,D-Scour,groupB_t2,pairwise.t.test
0.995399431615962,t2,PC5,Control_vs_Neomycin,Control,Neomycin,groupB_t2,pairwise.t.test
0.351613053431282,t2,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t2,pairwise.t.test
0.757054726373944,t2,PC5,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t2,pairwise.t.test
0.094728042054784,t4,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupB_t4,pairwise.t.test
0.0965470006394482,t4,PC1,Control_vs_D-Scour,Control,D-Scour,groupB_t4,pairwise.t.test
0.132474136572621,t4,PC1,Control_vs_Neomycin,Control,Neomycin,groupB_t4,pairwise.t.test
0.915860608158874,t4,PC1,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t4,pairwise.t.test
0.401176724605688,t4,PC1,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t4,pairwise.t.test
0.301938435976141,t4,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupB_t4,pairwise.t.test
0.574072395584846,t4,PC2,Control_vs_D-Scour,Control,D-Scour,groupB_t4,pairwise.t.test
0.299611834265168,t4,PC2,Control_vs_Neomycin,Control,Neomycin,groupB_t4,pairwise.t.test
0.0208249834716924,t4,PC2,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t4,pairwise.t.test
0.234718061313105,t4,PC2,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t4,pairwise.t.test
0.407315230940514,t4,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupB_t4,pairwise.t.test
0.519941306112125,t4,PC3,Control_vs_D-Scour,Control,D-Scour,groupB_t4,pairwise.t.test
0.409810872858133,t4,PC3,Control_vs_Neomycin,Control,Neomycin,groupB_t4,pairwise.t.test
0.658808287914146,t4,PC3,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t4,pairwise.t.test
0.940138636824893,t4,PC3,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t4,pairwise.t.test
0.460502885707672,t4,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupB_t4,pairwise.t.test
0.800602220997824,t4,PC4,Control_vs_D-Scour,Control,D-Scour,groupB_t4,pairwise.t.test
0.250620431146493,t4,PC4,Control_vs_Neomycin,Control,Neomycin,groupB_t4,pairwise.t.test
0.574417274105598,t4,PC4,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t4,pairwise.t.test
0.278879867916524,t4,PC4,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t4,pairwise.t.test
0.315090100034413,t4,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupB_t4,pairwise.t.test
0.911987575119065,t4,PC5,Control_vs_D-Scour,Control,D-Scour,groupB_t4,pairwise.t.test
0.0290742117491761,t4,PC5,Control_vs_Neomycin,Control,Neomycin,groupB_t4,pairwise.t.test
0.259248588408215,t4,PC5,Neomycin_vs_Neomycin+ColiGuard,Neomycin,Neomycin+ColiGuard,groupB_t4,pairwise.t.test
0.613344284621681,t4,PC5,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t4,pairwise.t.test
0.493409214251877,t6,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupB_t6,pairwise.t.test
0.419142302409015,t6,PC1,Control_vs_D-Scour,Control,D-Scour,groupB_t6,pairwise.t.test
0.859109083729885,t6,PC1,Control_vs_Neomycin,Control,Neomycin,groupB_t6,pairwise.t.test
0.521062930868531,t6,PC1,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t6,pairwise.t.test
0.0765490705055335,t6,PC2,ColiGuard_vs_Control,ColiGuard,Control,groupB_t6,pairwise.t.test
0.0255360867047342,t6,PC2,Control_vs_D-Scour,Control,D-Scour,groupB_t6,pairwise.t.test
0.085691160142504,t6,PC2,Control_vs_Neomycin,Control,Neomycin,groupB_t6,pairwise.t.test
0.0458353220266597,t6,PC2,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t6,pairwise.t.test
0.854218724681575,t6,PC3,ColiGuard_vs_Control,ColiGuard,Control,groupB_t6,pairwise.t.test
0.293276941107058,t6,PC3,Control_vs_D-Scour,Control,D-Scour,groupB_t6,pairwise.t.test
0.82840136731681,t6,PC3,Control_vs_Neomycin,Control,Neomycin,groupB_t6,pairwise.t.test
0.175093673805265,t6,PC3,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t6,pairwise.t.test
0.749930556686058,t6,PC4,ColiGuard_vs_Control,ColiGuard,Control,groupB_t6,pairwise.t.test
0.24116098423968,t6,PC4,Control_vs_D-Scour,Control,D-Scour,groupB_t6,pairwise.t.test
0.00244730627232192,t6,PC4,Control_vs_Neomycin,Control,Neomycin,groupB_t6,pairwise.t.test
0.036331453700658,t6,PC4,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t6,pairwise.t.test
0.305760270278271,t6,PC5,ColiGuard_vs_Control,ColiGuard,Control,groupB_t6,pairwise.t.test
0.347274386497441,t6,PC5,Control_vs_D-Scour,Control,D-Scour,groupB_t6,pairwise.t.test
0.391827361903395,t6,PC5,Control_vs_Neomycin,Control,Neomycin,groupB_t6,pairwise.t.test
0.363481011385708,t6,PC5,Neomycin_vs_Neomycin+D-Scour,Neomycin,Neomycin+D-Scour,groupB_t6,pairwise.t.test
0.874675017128453,t8,PC1,ColiGuard_vs_Control,ColiGuard,Control,groupB_t8,pairwise.t.test
